다|多
담위침함지어죄악|沈謂沈陷之於罪惡
담위침함지오죄악|沈謂沈陷之於罪惡
담위핍남|濫謂汎濫
담위핍남|濫謂泛濫
담위핍담|濫謂汎濫
담위핍담|濫謂泛濫
담위핍람|濫謂汎濫
담위핍람|濫謂泛濫
담위핍함|濫謂汎濫
담위핍함|濫謂泛濫
담위하|潭爲夏
담유대이심삭소|膽欲大而心欲小
담유대이심속소|膽欲大而心欲小
담유대이심숙소|膽欲大而心欲小
담유대이심욕소|膽欲大而心欲小
담유대이심유소|膽欲大而心欲小
담유분노|湛愈憤怒
담유씨|沈猶氏
담유씨부감조음기양|沈猶氏不敢朝飮其羊
담유씨불감조음기양|沈猶氏不敢朝飮其羊
담유정|沈猶氏
담유정부감조음기양|沈猶氏不敢朝飮其羊
담유정불감조음기양|沈猶氏不敢朝飮其羊
담유지|沈猶氏
담유지|沈攸之
담유지공영성부극|沈攸之攻郢城不克
담유지공영성불극|沈攸之攻郢城不克
담유지대장|沈攸之代將
담유지류왕현대수하비|沈攸之留王玄載戍下邳
담유지류왕현재수하비|沈攸之留王玄載戍下邳
담유지배|沈攸之輩
담유지부감조음기양|沈猶氏不敢朝飮其羊
담유지불감조음기양|沈猶氏不敢朝飮其羊
담유지여소도성|沈攸之與蕭道成
담유지위료좌왈|沈攸之謂僚佐曰
담유지위요좌왈|沈攸之謂僚佐曰
담유지유왕현대수하비|沈攸之留王玄載戍下邳
담유지유왕현재수하비|沈攸之留王玄載戍下邳
담유지이문|沈攸之以聞
담유지이위연|沈攸之以爲然
담유지재형주|沈攸之在荊州
담유지중궤무성|沈攸之衆潰無成
담유지중해무성|沈攸之衆潰無成
담유추숭지|湛愈推崇之
담유퇴숭지|湛愈推崇之
담윤|沈淵
담윤|沈尹
담윤경|沈尹莖
담윤경사|沈尹莖辭
담윤서|沈尹筮
담윤술|沈尹戌
담윤장중군|沈尹將中軍
담윤주|沈尹朱
담윤증|沈尹蒸
담윤축|沈尹竺
담윤화|沈尹華
담은|覃恩
담음|沈吟
담음내문|沈吟乃問
담음부우|沈陰不雨
담음불우|沈陰不雨
담음수발삽현중|沈吟收撥揷絃中
담음자|沈吟者
담음함|啗音含
담읍|濫邑
담의부시|談義賦詩
담의전성|膽意轉盛
담의질유|沈毅疾諛
담이|儋耳
담이|郯夷
담이감언이음함지|啗以甘言而陰陷之
담이경인위우|湛以景仁位遇
담이고리면|沈以故吏免
담이고이면|沈以故吏免
담이내무곡자|禫而內無哭者
담이능진자|憾而能眕者
담이부염|淡而不厭
담이불염|淡而不厭
담이섬|禫而纎
담이성|淡以成
담이여례주|禫而餘醴酒
담이여예주|禫而餘醴酒
담이위연|沈而爲淵
담이위윤|沈而爲淵
담이음|淡二音
담이장고지|沈以杖叩之
담이종어|禫而從御
담이직|沈易直
담익|沈溺
담익상계|沈溺相係
담익치우질사|沈溺致愚疾邪
담인|啖人
담인국|啖人國
담인국|噉人國
담인사자|談人邪者
담인악자|談人惡者
담인의어봉적시석지간|談仁義於鋒鏑矢石之間
담인의오봉적시석지간|談仁義於鋒鏑矢石之間
담인지|沈演之
담임자|沈林子
담입|談立
담입당중|濫入黨中
담입이자|談立二字
담자|湛字
담자|談者
담자|譚子
담자|禫者
담자|郯子
담자|沈者
담자달례|郯子達禮
담자달예|郯子達禮
담자부복출|沈者不復出
담자분거|譚子奔莒
담자불복출|沈者不復出
담자실망|談者失望
담자언|郯子言
담자왈빈|沈者曰蘋
담자유년|湛自幼年
담자유연|湛自幼年
담자이허탕위변이천명검|談者以虚蕩為辯而賤名檢
담자이허탕위편이천명검|談者以虚蕩為辯而賤名檢
담자이허탕위평이천명검|談者以虚蕩為辯而賤名檢
담자조노|郯子朝魯
담자조로|郯子朝魯
담자조어노국|郯子朝於魯國
담자조어로국|郯子朝於魯國
담자조오노국|郯子朝於魯國
담자조오로국|郯子朝於魯國
담자지도|郯子之徒
담잠|沈潛
담잠강극|沈潛剛克
담잠기의|沈潛其義
담잠반복|沈潛反覆
담잠위지|沈潛謂地
담재|湛齋
담재노인|澹齋老人
담재로인|澹齋老人
담저|沈氐
담저강|沈氐羌
담전|倓錢
담전기|沈佺期
담전위형주장사|湛前爲荊州長史
담전자|沈田子
담점|沈漸
담점강극|沈漸剛克
담정|沈氏
담정|沈正
담정|沈靜
담정방|沈廷芳
담정상심|沈靜詳審
담정양심|沈靜詳審
담제|啖提
담제|禫祭
담제량|沈諸梁
담제미주|湛諸美酒
담제양|沈諸梁
담제연|沈諸淵
담제왕지병|談帝王之兵
담제왕지성|談帝王之盛
담제윤|沈諸淵
담제이전|禫祭以前
담제저|啖提氐
담존중|沈存中
담존중왈|沈存中曰
담종함득성|啗從臽得聲
담주|潭州
담주도독|潭州都督
담주유동관자목|譚州諭同官咨目
담주유속문|潭州諭俗文
담주자사|潭州刺史
담주제현|潭州諸縣
담주투동관자목|譚州諭同官咨目
담주투속문|潭州諭俗文
담중|沈重
담즉기가자야|倓卽其叚字也
담지|湛之
담지|湛漬
담지|鴆之
담지|沈氏
담지경기|湛之驚起
담지고주|湛之苦酒
담지공사부제|湛之恐事不濟
담지공사불제|湛之恐事不濟
담지례능|潭之醴陵
담지례릉|潭之醴陵
담지명월가이낙의|禫之明月可以樂矣
담지명월가이락의|禫之明月可以樂矣
담지명월가이악의|禫之明月可以樂矣
담지명월가이요의|禫之明月可以樂矣
담지미해|湛之縻醢
담지미해|湛之麋醢
담지부|湛之父
담지부규지|湛之父逵之
담지삭립탄|湛之欲立誕
담지삭입탄|湛之欲立誕
담지속립탄|湛之欲立誕
담지속입탄|湛之欲立誕
담지손|湛之孫
담지숙립탄|湛之欲立誕
담지숙입탄|湛之欲立誕
담지엽등|湛之曄等
담지예능|潭之醴陵
담지예릉|潭之醴陵
담지욕립탄|湛之欲立誕
담지욕입탄|湛之欲立誕
담지위속|潭之爲俗
담지유립탄|湛之欲立誕
담지유입탄|湛之欲立誕
담지이녹해|湛之以鹿醢
담지이록해|湛之以鹿醢
담지이리|啗之以利
담지이이|啗之以利
담지입야|湛之入也
담지자|湛之子
담지자야|湛之子也
담지자야|沈之子也
담지종|湛之宗
담지증손야|潭之曾孫也
담지지자야|湛之之子也
담지형자야|湛之兄子也
담창지|沈暢之
담천|濫泉
담천연|談天衍
담천조룡지변|談天雕龍之辨
담천조룡지판|談天雕龍之辨
담천조룡지편|談天雕龍之辨
담천조용지변|談天雕龍之辨
담천조용지판|談天雕龍之辨
담천조용지편|談天雕龍之辨
담첩여|沈婕妤
담체|沈滯
담체비곤|沈滯卑困
담체재예|沈滯滓穢
담체즉오인지탁|沈滯則誤人之託
담체칙오인지탁|沈滯則誤人之託
담초도하|沈初到下
담초입조|湛初入朝
담촉리야|湛屬吏也
담촉이야|湛屬吏也
담추두십배어상우|噉芻豆十倍於常牛
담추두십배오상우|噉芻豆十倍於常牛
담추봉의강자야|湛推奉義康者也
담충|沈充
담충|沈沖
담치필혈|湛熾必絜
담침농욱|沈浸醲郁
담탁동호하|湛濁動乎下
담탈|談說
담탈어제소군중|談說於齊楚軍中
담탈어제초군중|談說於齊楚軍中
담탈오제소군중|談說於齊楚軍中
담탈오제초군중|談說於齊楚軍中
담태멸명|澹台滅明
담토|談吐
담퇴|曇退
담퇴봉의강자야|湛推奉義康者也
담판|湛阪
담표|曇標
담표상소언|湛標上疏言
담표소영분촌지간|湛標所營分寸之間
담표우권호간소선국사우석|湛標又勸浩刊所譔國史于石
담표우권호간소찬국사우석|湛標又勸浩刊所譔國史于石
담표지반|曇標之反
담피냥모|髧彼兩髦
담피량모|髧彼兩髦
담피양모|髧彼兩髦
담하|擔何
담해이천|醓醢以薦
담향정배백화향|沈香亭北百花香
담향정배백화향리백진청평사운|沈香亭北百花香李白進淸平詞云
담향정배백화향이백진청평사운|沈香亭北百花香李白進淸平詞云
담향정배의난간|沈香亭北倚闌干
담향정배의란간|沈香亭北倚闌干
담향정북백화향|沈香亭北百花香
담향정북백화향리백진청평사운|沈香亭北百花香李白進淸平詞云
담향정북백화향이백진청평사운|沈香亭北百花香李白進淸平詞云
담향정북의난간|沈香亭北倚闌干
담향정북의란간|沈香亭北倚闌干
담현|儋縣
담현|郯縣
담현대부|沈縣大夫
담호폐사|談戲廢事
담혹작침|沈或作寢
담회|覃懷
담회명|沈懐明
담회명등|沈懐明等
담회문|沈懐文
담회문간부청|沈懐文諫不聽
담회문간불청|沈懐文諫不聽
담회문매칭지왈|沈懐文毎稱之曰
담회문왈|沈懐文曰
담후우주|沈酗于酒
담희익장|膽氣益壯
담희폐사|談戲廢事
답가장연시|答賈長淵詩
답가장윤시|答賈長淵詩
답간|泣諫
답간서왈|答侃書曰
답감|踏勘
답갑오하|遝甲午夏
답객난|答客難
답견수연|答甄守然
답견수연등서|答甄守然等書
답고장연시|答賈長淵詩
답고장윤시|答賈長淵詩
답고주지리부|泣孤舟之嫠婦
답고주지이부|泣孤舟之嫠婦
답곽자종|答郭子從
답기|濕氣
답기공근|答其功勤
답기배|答其拜
답기배수계수이수기언|答其拜手稽首而受其言
답기사|答其師
답난자역필무립대의|答難者亦必務立大義
답난자역필무입대의|答難者亦必務立大義
답노심시서|答盧諶詩序
답단|蹋壇
답답|誻誻
답답연이배|誻誻然而沸
답답연이북|誻誻然而沸
답답연이비|誻誻然而沸
답당백인|泣當白刄
답돈|蹋頓
답례|答禮
답례문|答禮問
답로심시서|答盧諶詩序
답류숙문|答柳叔文
답리추관서|答李推官書
답리퇴관서|答李推官書
답림석난례|答臨碩難禮
답림석난예|答臨碩難禮
답림효존주례난|答臨孝存周禮難
답림효존주예난|答臨孝存周禮難
답무성|泣無聲
답문|答問
답문추원공자지의|答問推原孔子之意
답문퇴원공자지의|答問推原孔子之意
답미수육|濕米水肉
답박회중|答朴會中
답반자선|答潘子善
답배|答拜
답배증|沓背憎
답보|答報
답복회중|答朴會中
답부|答賦
답부|荅賦
답부응|泣不應
답부자언|答夫子言
답부회중|答朴會中
답불응|泣不應
답빙|答聘
답사|答謝
답사야|答辭也
답사태자급부인|泣思太子及夫人
답상구|答上句
답상문의|答上文意
답서|答書
답서왈|答書曰
답선|蹋壇
답성|濕城
답수|濕水
답수남경평성지동|濕水南逕平城之東
답수미명이칭양지|答受美命而稱揚之
답수즉류수|濕水卽灅水
답수즉유수|濕水卽灅水
답술왈어|答述曰語
답씨현|沓氏縣
답야|答也
답야|蹋也
답약유자|泣若孺子
답어견본제주|答語見本題註
답어견분제주|答語見本題註
답어현본제주|答語見本題註
답어현분제주|答語見本題註
답언|答言
답언기류상감소|答言氣類相感召
답언기유상감소|答言氣類相感召
답언륙자기엽이연안기근야|答言六者其葉而宴安其根也
답언육자기엽이연안기근야|答言六者其葉而宴安其根也
답언희류상감소|答言氣類相感召
답언희유상감소|答言氣類相感召
답여체동|遝與逮同
답여태동|遝與逮同
답예|答禮
답예문|答禮問
답왈|答曰
답왈|泣曰
답왈신구축우생독|答曰臣舊畜牛生犢
답왈이대대언지|答曰以對待言之
답왕왈|答王曰
답운|答云
답위기부유왈|泣謂其父遺曰
답위중립서|答韋中立書
답위중입서|答韋中立書
답유금언답감답축|踏猶今言踏勘踏逐
답유숙문|答柳叔文
답윤|濕潤
답음지의야|答陰之義也
답읍|沓邑
답의야|濕意也
답이결지지사야|答而決之之辭也
답이부여노농노포|答以不如老農老圃
답이부여노농로포|答以不如老農老圃
답이부여로농노포|答以不如老農老圃
답이부여로농로포|答以不如老農老圃
답이불여노농노포|答以不如老農老圃
답이불여노농로포|答以不如老農老圃
답이불여로농노포|答以不如老農老圃
답이불여로농로포|答以不如老農老圃
답이신사|答以申辭
답이언왈|泣而言曰
답이위경괴|泣而爲瓊瑰
답이입|答已入
답이추관서|答李推官書
답이퇴관서|答李推官書
답임석난례|答臨碩難禮
답임석난예|答臨碩難禮
답임효존주례난|答臨孝存周禮難
답임효존주예난|答臨孝存周禮難
답자|濕字
답자위화|答者爲和
답작|答酢
답작|泣作
답저|沓渚
답전전하위이부취|答前晉何爲而不取
답전전하위이불취|答前晉何爲而不取
답전주하위이부망|答前周何爲而不亡
답전주하위이불망|答前周何爲而不亡
답전진하위이부취|答前晉何爲而不取
답전진하위이불취|答前晉何爲而不取
답정자상서|答鄭子尙書
답정현|沓氏縣
답제후지배|答諸侯之拜
답주익공|答周益公
답중|沓中
답중|沓重
답즉위지항상|濕則爲之亢爽
답증|濕蒸
답지|答之
답지|濕地
답지오위환|遝之誤爲還
답지왈|答之曰
답지지사|答之之辭
답지현|沓氏縣
답지호상왕주|遝至乎商王紂
답지호하왕걸|遝至乎夏王桀
답진상서|答陳商書
답진이계지이혈|泣盡而繼之以血
답차사|泣且辭
답처|泣處
답체여우|泣涕如雨
답초|答酢
답축|踏逐
답칙위지항상|濕則爲之亢爽
답파리능의|泣把李陵衣
답파리릉의|泣把李陵衣
답파이능의|泣把李陵衣
답파이릉의|泣把李陵衣
답파자선|答潘子善
답패증|沓背憎
답포|答布
답푸회중|答朴會中
답하막|泣下貌
답하모|泣下貌
답하여우|泣下如雨
답하왈|泣下曰
답험|踏驗
답혈|泣血
답혈고두어태수|泣血叩頭於太守
답혈고두오태수|泣血叩頭於太守
답혈삼년|泣血三年
답혈삼연|泣血三年
답희|濕氣
당가|唐家
당가|當家
당가기주|倘可其奏
당가예지시|當暇豫之時
