차|此
참거자립|僭據自立
참거자입|僭據自立
참건려혜|驂蹇驢兮
참건여혜|驂蹇驢兮
참격|讒䦧
참경|斬憬
참경이도진지복|斬脛以蹈秦之腹
참계붕자속|斬繼鵬自贖
참고무극|慘苦無極
참고성화|讒構成禍
참고중설|參考衆說
참공손연|斬公孫淵
참공손윤|斬公孫淵
참관출강|斬關出降
참관출항|斬關出降
참괴|慙愧
참괴어인인현사|慙愧於仁人賢士
참괴오인인현사|慙愧於仁人賢士
참교보|槧校補
참구|讒口
참구|慚懼
참구방장|讒口方張
참구성화|讒構成禍
참구자수|慙懼自首
참구장장|讒口將將
참구지소이득행|讒口之所以得行
참구효효|讒口囂囂
참국|僭國
참국립자|僭國立子
참국신이|僭國臣爾
참국이|僭國二
참국일|僭國一
참국입자|僭國立子
참국지후|僭國之后
참군공자이립|譖群公子而立
참군공자이입|譖群公子而立
참궤부수도노|譖軌不修道路
참궤부수도로|譖軌不修道路
참궤불수도노|譖軌不修道路
참궤불수도로|譖軌不修道路
참근삭피여자숙|斬根削皮如紫玉
참근삭피여자옥|斬根削皮如紫玉
참기|讖記
참기|譖己
참기거|斬其袪
참기거솔이하만구천급|斬其渠帥以下萬九千級
참기거수이하만구천급|斬其渠帥以下萬九千級
참기괴솔|斬其魁帥
참기괴수|斬其魁帥
참기모|斬其木
참기목|斬其木
참기부고|斬旣不辜
참기부이징악자|慘肌膚以懲惡者
참기불고|斬旣不辜
참기사|斬其使
참기사이송준|斬其使以送浚
참기솔|斬其帥
참기수|斬其帥
참기수|斬其首
참기수모|斬其樹木
참기수목|斬其樹木
참기수이환|斬其首而還
참기수장|斬其守將
참기이장|斬其二將
참기장|斬其將
참기장군호연호|斬其將軍呼延顥
참기장석첨|斬其將石瞻
참기장우도공알우발|斬其將于都公閼于拔
참기장장시련제|斬其將張是連提
참기장장시연제|斬其將張是連提
참기전봉장하강|斬其前鋒將何康
참기전행오백인|斬其前行五百人
참기지문|讖記之文
참기지서야|讖記之書也
참기지서왈부|讖記之書曰符
참기추장왕쌍|斬其追將王雙
참기태수|斬其太守
참기퇴장왕쌍|斬其追將王雙
참길|僭吉
참난|僭亂
참난녹|驂鸞錄
참난록|驂鸞錄
참내비야|驂內轡也
참녹|讖錄
참누미립|塹壘未立
참누미성|塹壘未成
참누미입|塹壘未立
참누심준|塹壘甚峻
참단|斬斷
참단고|斬斷枯
참단고책|斬斷枯磔
참단호|斬斷枯
참단호책|斬斷枯磔
참달기두현지어소백기상|斬妲己頭懸之於小白旗上
참달기두현지오소백기상|斬妲己頭懸之於小白旗上
참당|斬瑭
참덕|慙德
참덕|慚德
참덕부급고|慙德不及古
참덕불급고|慙德不及古
참도성어도가|斬道盛於都街
참도성오도가|斬道盛於都街
참독운령사순우백|斬督運令史淳于伯
참독운령사준우백|斬督運令史淳于伯
참독운영사순우백|斬督運令史淳于伯
참독운영사준우백|斬督運令史淳于伯
참동헌|斬董憲
참득일수|斬得一首
참란|僭亂
참란녹|驂鸞錄
참란록|驂鸞錄
참량|譖亮
참례즉제숙일일|參禮則齊宿一日
참례측제숙일일|參禮則齊宿一日
참례칙제숙일일|參禮則齊宿一日
참록|讖錄
참룡수산이영지|斬龍首山而營之
참루미립|塹壘未立
참루미성|塹壘未成
참루미입|塹壘未立
참루심준|塹壘甚峻
참마|驂馬
참마검|斬馬劍
참마검각일|斬馬劍各一
참막징차|憯莫懲嗟
참맥징차|憯莫懲嗟
참맹달|斬孟達
참모위병|斬木爲兵
참모징차|憯莫懲嗟
참모통도|斬木通道
참모통도야|斬木通道也
참모화정궁원호|斬木火井窮猿呼
참목위병|斬木爲兵
참목통도|斬木通道
참목통도야|斬木通道也
참목화정궁원호|斬木火井窮猿呼
참문|讖文
참문부오|讖文不誤
참문불오|讖文不誤
참미오두이제부육총|斬迷吾頭以祭傅育冢
참반|僭畔
참백룡|斬白龍
참백부수|斬伯符首
참백용|斬白龍
참벌|斬伐
참벌기림모|斬伐其林木
참벌기림목|斬伐其林木
참벌기임모|斬伐其林木
참벌기임목|斬伐其林木
참벌사국|斬伐四國
참벌양장부실기시|斬伐養長不失其時
참벌양장불실기시|斬伐養長不失其時
참복|慚服
참복참위진절|譖服讒爲盡節
참본|槧本
참봉|斬鳳
참부|斬孚
참부|讒夫
참부|鑱斧
참부기지|讒夫棄之
참부다진|讒夫多進
참부외명|憯不畏明
참부자이거지|譖富子而去之
참부즉겸기지|讒夫則兼棄之
참부지기고|憯不知其故
참부창사|讒夫昌邪
참부창여|讒夫昌歟
참부측목|讒夫側目
참부칙겸기지|讒夫則兼棄之
참부흥여|讒夫興與
참분|槧本
참분발병|慙憤發病
참분발질졸|慙憤發疾卒
참분이졸|慙憤而卒
참불리수|斬佛狸首
참불외명|憯不畏明
참불이수|斬佛狸首
참불지기고|憯不知其故
참비|驂騑
참비외명|憯不畏明
참비지기고|憯不知其故
참사|斬祀
참사고|斬師古
참사교난|讒邪交亂
참사교란|讒邪交亂
참사마낭지|斬司馬朗之
참사마랑지|斬司馬朗之
참사마자반|斬司馬子反
참사살려|斬祀殺厲
참사살여|斬祀殺厲
참사설려|斬祀殺厲
참사설여|斬祀殺厲
참사소인|讒邪小人
참사쇄려|斬祀殺厲
참사쇄여|斬祀殺厲
참사시려|斬祀殺厲
참사시여|斬祀殺厲
참사지도|讒邪之徒
참사지신|讒邪之臣
참산모이재지|斬山木而財之
참산목이재지|斬山木而財之
참산인곡오백여리|塹山堙谷五百餘里
참산인곡오백여이|塹山堙谷五百餘里
참산축제|塹山築隄
참살|斬殺
참살신생|譖殺申生
참살지|讒殺之
참삼만팔천여급|斬三萬八千餘級
참상|僭上
참상|斬庠
참상위복식과제|僭上謂服飾過制
참색|譖愬
참색야|慙色也
참생|斬牲
참서|慘舒
참서|讖書
참서시야|讖書是也
참서지사|讒胥之辭
참설|斬殺
참설|讒說
참설신생|譖殺申生
참설자|讒說者
참설지|讒殺之
참섭자지경|斬涉者之脛
참섭자지경야|斬涉者之脛也
참성|斬成
참성|毚星
참성지보|槧誠至寶
참세|讒說
참세자|讒說者
참소|讒訴
참소|譖愬
참소급사자어아하|斬劭及四子於牙下
참소급사자오아하|斬劭及四子於牙下
참소령|斬蕭令
참소영|斬蕭令
참송두수|斬送頭首
참쇄|斬殺
참쇄신생|譖殺申生
참쇄지|讒殺之
참쇠|斬衰
참쇠교대|斬衰絞帶
참쇠도|斬衰圖
참쇠복|斬衰服
참쇠삼년|斬衰三年
참쇠삼연|斬衰三年
참쇠삼일부사|斬衰三日不食
참쇠삼일부식|斬衰三日不食
참쇠삼일불사|斬衰三日不食
참쇠삼일불식|斬衰三日不食
참쇠수질|斬衰首絰
참쇠요질|斬衰要絰
참쇠즉부의|斬衰則不偯
참쇠즉불의|斬衰則不偯
참쇠지곡|斬衰之哭
참쇠지복|斬衰之服
참쇠칙부의|斬衰則不偯
참쇠칙불의|斬衰則不偯
참수|斬首
참수구만여급|斬首九萬餘級
참수노획심중|斬首虜獲甚衆
참수뇨사자만여인|斬首溺死者萬餘人
참수닉사자만여인|斬首溺死者萬餘人
참수로획심중|斬首虜獲甚衆
참수만삼천급|斬首萬三千級
참수만여급|斬首萬餘級
참수부노|斬首捕虜
참수부로|斬首捕虜
참수사천|斬首四千
참수삭백|斬首數百
참수삼만|斬首三萬
참수삼만여급|斬首三萬餘級
참수삼백여급|斬首三百餘級
참수수만|斬首數萬
참수수백|斬首數百
참수수백급|斬首數百級
참수수백천급|斬首數百千級
참수수십급|斬首數十級
참수수천급|斬首數千級
참수어시|斬脩於市
참수오만|斬首五萬
참수오시|斬脩於市
참수오천급|斬首五千級
참수요사자만여인|斬首溺死者萬餘人
참수이만|斬首二萬
참수이만여급|斬首二萬餘級
참수이천급|斬首二千級
참수이헌|斬首以獻
참수익사자만여인|斬首溺死者萬餘人
참수자|斬首者
참수제|槧首題
참수천여급|斬首千餘級
참수촉만|斬首數萬
참수촉백|斬首數百
참수촉백급|斬首數百級
참수촉백천급|斬首數百千級
참수촉십급|斬首數十級
참수촉천급|斬首數千級
참수팔천여급|斬首八千餘級
참수포노|斬首捕虜
참수포로|斬首捕虜
참수획생|斬首獲生
참승|驂乘
참시|斬殺
참시|僭始
참시경배|譖始竟背
참시경패|譖始竟背
참시기함|僭始旣涵
참시신생|譖殺申生
참시우시|斬豺于市
참시지|讒殺之
참시지참|僭始之僭
참신|讒臣
참신|譖臣
참신생치독조사중|譖申生置毒胙食中
참신생치독조식중|譖申生置毒胙食中
참심지|斬諶之
참아대호|僭我大號
참악민회이심자|斬惡民懐異心者
참악저회이심자|斬惡民懐異心者
참악지회이심자|斬惡民懐異心者
참야|僭也
참야|參也
참야|慘也
참야|斬也
참야|慚也
참야|槧也
참야|譖也
참약비죄인|斬若非罪人
참양|譖亮
참양문도|斬楊文度
참어수임무공|慙於受任無功
참어영|譖於穎
참어전|斬於前
참어전충|譖於全忠
참어제주왈|譖於齊主曰
참어후왈|譖於后曰
참언|讒言
참언|讖言
참언|譖言
참언감이|讒言甘而
참언기흥|讒言其興
참언복귀이부감출의|讒言復歸而不敢出矣
참언복귀이불감출의|讒言復歸而不敢出矣
참언상이자연|讒言上而字衍
참언칙퇴|譖言則退
참언혹난|讒言惑亂
참언혹란|讒言惑亂
참에병사|慙恚病死
참에자살|慙恚自殺
참에자설|慙恚自殺
참에자쇄|慙恚自殺
참에자시|慙恚自殺
참여|慘如
참여봉채|慘如蠭蠆
참여참고자통|讒與譖古字通
참역|僭逆
참역군야|僭亦君也
참열|讒說
참열자|讒說者
참염벽정사|譖炎罷政事
참염파정사|譖炎罷政事
참염피정사|譖炎罷政事
참예려민|斬刈黎民
참예려저|斬刈黎民
참예려지|斬刈黎民
참예여민|斬刈黎民
참예여저|斬刈黎民
참예여지|斬刈黎民
참예즉제숙일일|參禮則齊宿一日
참예측제숙일일|參禮則齊宿一日
참예칙제숙일일|參禮則齊宿一日
참오사자|斬吳使者
참오수임무공|慙於受任無功
참오영|譖於穎
참오왕총희이인|斬吳王寵姬二人
참오이변|參伍以變
참오장오연|斬吳將伍延
참오전|斬於前
참오전충|譖於全忠
참오제주왈|譖於齊主曰
참오후왈|譖於后曰
참옹개등|斬雍闓等
참용|僭用
참용수산이영지|斬龍首山而營之
참우광능|斬于廣陵
참우광릉|斬于廣陵
참우류단우|斬優留單于
참우마|斬牛馬
참우변고하|斬于汴橋下
참우변교하|斬于汴橋下
참우유단우|斬優留單于
참우지자|斬右趾者
참원제어경사|斬元濟於京師
참원제오경사|斬元濟於京師
참월|僭越
참위|僭位
참위|讖緯
참위가|讖緯家
참위가절|僭僞假竊
참위개|讖緯皆
참위경사|僭爲耕事
참위국|僭偽國
참위렬전|僭僞列傳
참위부|僭僞部
참위부고야|斬謂不辜也
참위불고야|斬謂不辜也
참위서|讖緯書
참위설|讖緯說
참위세|讖緯說
참위숙갑|僭爲玉匣
참위양행밀전|僭僞楊行密傳
참위열|讖緯說
참위열전|僭僞列傳
참위옥갑|僭爲玉匣
참위장삭인|斬魏將數人
참위장수인|斬魏將數人
참위장촉인|斬魏將數人
참위제주자사실번고결|斬魏濟州刺史悉煩庫結
참위지어정통|僭僞之於正統
참위지오정통|僭僞之於正統
참위찬|慘爲鑽
참위탈|讖緯說
참위학|讖緯學
참유|讒諛
참유교삭|讒諛驕溢
참유교시|讒諛驕溢
참유교일|讒諛驕溢
참유득지|讒諛得志
참유몽행자|讒諛蒙幸者
참유악이헌|斬惟岳以獻
참유업|斬庾業
참은기흥|讒言其興
참은즉퇴|譖言則退
참은측퇴|譖言則退
참의|漸矣
참의|憯矣
참의두|斬義頭
참의승여|僭擬乘輿
참의승여언|僭擬乘輿焉
참의어상야|僭擬於上也
참의오상야|僭擬於上也
참의전권|僭擬專權
참이|慙而
참이면적지막|慚而面赤之貌
참이면적지모|慚而面赤之貌
참이복생|斬而復生
참이부대|慙而不對
참이부지|驂而賻之
참이불대|慙而不對
참이수자|斬二首者
참이순|斬以徇
참이시지|斬而視之
참이용지|斬而用之
참이제|斬而齊
참이지|慙而止
참이차구|慙而且懼
참인|讒人
참인|譖人
참인귀|讒人歸
참인내소|讒人乃消
참인달|讒人達
참인도시|斬人都市
참인망극|讒人罔極
참인망극|䜛人罔極
참인망극험파경측차지의|讒人罔極險陂傾側此之疑
참인망극험피경측차지의|讒人罔極險陂傾側此之疑
참인반의|讒人般矣
참인이인수지|譖人而人受之
참인지|讒人之
참인지구야|斬人之具也
참인지위참|讒人之爲讒
참인지정|讒人之情
참인지해|讒人之害
참인지해군자|讒人之害君子
참일군수|斬一郡守
참일수자작일급|斬一首者爵一級
참입지|讒入之
참자|漸者
참자|讒者
참자견기참|僭者見其僭
참자반이위대륙|斬子反以爲大戮
참자반이위대육|斬子反以爲大戮
참자양이살지|譖子揚而殺之
참자양이설지|譖子揚而殺之
참자양이쇄지|譖子揚而殺之
참자양이시지|譖子揚而殺之
참자현기참|僭者見其僭
참작참|僭作譖
참작참|譖作僭
참잠참|慘蠶憯
참장건기|斬將搴旗
참장시련제급장졸삼천여급|斬張是連提及將卒三千餘級
참장시연제급장졸삼천여급|斬張是連提及將卒三千餘級
참장작대장|斬將作大匠
참적구융|讒賊寇戎
참적소인|讒賊小人
참절준발이부가원제|斬截峻拔而不可援躋
참절준발이불가원제|斬截峻拔而不可援躋
참정|讒鼎
참정공|斬丁公
참정공이순|斬丁公以徇
참제태위예|譖諸太尉乂
참제호|僭帝號
참조|讖兆
참조섭수지경|斬朝涉水之脛
참좌도수사자|斬左都水使者
참좌우지|斬左右趾
참좌지자|斬左趾者
참주공주운|譛朱公主云
참주유|斬侏儒
참중|斬重
참중국지호|僭中國之號
참즉퇴이자구|憯則退而自咎
참즉황제위우선정전|僭卽皇帝位于宣政殿
참지|斬之
참지|讒之
참지|譖之
참지극|譖之極
참지렬국|參之列國
참지민야|讒之民也
참지비경|讖之非經
참지선|槧之善
참지소부오자|槧之所不誤者
참지소불오자|槧之所不誤者
참지소오|槧之所誤
참지어진주생|譛之於秦主生
참지오|槧之誤
참지오진주생|譛之於秦主生
참지이복|驂之以服
참지저야|讒之民也
참지전하|斬之殿下
참지정|斬之情
참지지야|讒之民也
참지진야|漸之進也
참지초|讒之初
참집자지거혜|摻執子之祛兮
참집자지수혜|摻執子之手兮
참차|僭差
참차야|僭差也
참차유상|漸車帷裳
참차이난기사|僭差而亂其辭
참차이란기사|僭差而亂其辭
참차행채|參差荇菜
참참소인|斬斬小人
참참여수|摻摻女手
참참일췌|憯憯日瘁
참참일취|憯憯日瘁
참참지석|漸漸之石
참창|攙搶
참창광시|攙搶枉矢
참창왕시|攙搶枉矢
참책삼중|塹柵三重
참척|讒訴
참천량지이의수|參天兩地而倚數
참천여급|斬千餘級
참천자|僭天子
참천하공신|斬天下功臣
참첨급숭|斬瞻及崇
참첨면종지인야|讒諂面從之人也
참첨병진|讒諂竝進
참첨지구|䜛諂之口
참첨지폐명야|讒諂之蔽明也
참총시|斬聰屍
참최거려|斬縗居廬
참최거여|斬縗居廬
참최복|斬縗服
참추|斬秋
참치무도|僣侈無度
